Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,comb
subhanallah,"shilpa rao, sreerama chandra mynampati",bollywoodromantic,yeh jawaani hai deewani,9.5/10,"subhanallah shilpa rao, sreerama chandra mynampati yeh jawaani hai deewani bollywoodromantic"
dholna,"lata mangeshkar, udit narayan",bollywoodromantic,dil to pagal hai,9.1/10,"dholna lata mangeshkar, udit narayan dil to pagal hai bollywoodromantic"
koi ishaara,armaan malik,bollywoodromanticsad,force 2,9.6/10,koi ishaara armaan malik force 2 bollywoodromanticsad
phir bhi dil hai hindustani,udit narayan,bollywooddancepatriotic,phir bhi dil hai hindustani,9.0/10,phir bhi dil hai hindustani udit narayan phir bhi dil hai hindustani bollywooddancepatriotic
kore kore sapne,"anuradha paudwal, kumar sanu",bollywooddance,sooryavansham,8.5/10,"kore kore sapne anuradha paudwal, kumar sanu sooryavansham bollywooddance"
hale dil,harshit saxena,bollywoodromantic,murder 2,9.2/10,hale dil harshit saxena murder 2 bollywoodromantic
aaoge jab tum,rashid khan,bollywoodsad,jab we met,9.3/10,aaoge jab tum rashid khan jab we met bollywoodsad
tinku jiya,"javed ali, mamta sharma",bollywooddance,yamla pagla deewana,9.0/10,"tinku jiya javed ali, mamta sharma yamla pagla deewana bollywooddance"
lakshya  title track,shankar mahadevan,bollywoodmotivationalpatriotic,lakshya,9.6/10,lakshya  title track shankar mahadevan lakshya bollywoodmotivationalpatriotic
pretty woman,"ravi khote, shankar mahadevan",bollywooddance,kal ho naa ho,9.5/10,"pretty woman ravi khote, shankar mahadevan kal ho naa ho bollywooddance"
silsila ye chaahat ka,shreya ghoshal,bollywoodromantic,devdas,9.4/10,silsila ye chaahat ka shreya ghoshal devdas bollywoodromantic
helicopter,"neha kakkar, tony kakkar",bollywooddance,ranchi diaries,9.3/10,"helicopter neha kakkar, tony kakkar ranchi diaries bollywooddance"
kabhi khushi kabhie gham,lata mangeshkar,bollywoodsad,kabhi khushi kabhie gham,9.2/10,kabhi khushi kabhie gham lata mangeshkar kabhi khushi kabhie gham bollywoodsad
chak lein de,kailash kher,bollywoodmotivational,chandni chowk to china,9.3/10,chak lein de kailash kher chandni chowk to china bollywoodmotivational
meri aashiqui ab tum hi ho,"arijit singh, palak muchhal",bollywoodromanticsad,aashiqui 2,9.5/10,"meri aashiqui ab tum hi ho arijit singh, palak muchhal aashiqui 2 bollywoodromanticsad"
tere dware pe aai baraat,"ravindra jain, sudesh bhosle",bollywooddance,vivah,8.1/10,"tere dware pe aai baraat ravindra jain, sudesh bhosle vivah bollywooddance"
badi mushkil hai,abhijeet,bollywoodromance,anjaam,9.2/10,badi mushkil hai abhijeet anjaam bollywoodromance
toh dishoom,"raftaar, shahid mallya",bollywooddance,dishoom,9.4/10,"toh dishoom raftaar, shahid mallya dishoom bollywooddance"
kudiye ni tere,"shivangi bhayana, udit narayan",bollywoodromantic,happy phir bhaag jayegi,9.5/10,"kudiye ni tere shivangi bhayana, udit narayan happy phir bhaag jayegi bollywoodromantic"
hu ba hu,amit trivedi,bollywooddance,padman,9.4/10,hu ba hu amit trivedi padman bollywooddance
kitna pagal dil hai,kumar sanu,bollywoodromantic,andaaz,8.6/10,kitna pagal dil hai kumar sanu andaaz bollywoodromantic
sahiba russ gayiya,rahat fateh ali khan,bollywoodsad,firangi,9.6/10,sahiba russ gayiya rahat fateh ali khan firangi bollywoodsad
mehfooz,yasser desai,bollywoodromanticsad,tera intezaar,9.2/10,mehfooz yasser desai tera intezaar bollywoodromanticsad
veerey ki wedding,navraj hans,bollywooddance,veerey ki wedding,9.2/10,veerey ki wedding navraj hans veerey ki wedding bollywooddance
ek pal ka jeena,lucky ali,bollywooddance,kaho naa.... pyaar hai,9.2/10,ek pal ka jeena lucky ali kaho naa.... pyaar hai bollywooddance
gori tu latth maar,"palak muchhal, sonu nigam",bollywoodromantic,toilet ek prem katha,9.2/10,"gori tu latth maar palak muchhal, sonu nigam toilet ek prem katha bollywoodromantic"
jal rahin hain,kailash kher,bollywood,bahubali - the beginning,8.9/10,jal rahin hain kailash kher bahubali - the beginning bollywood
tum jo mile,armaan malik,bollywoodromantic,saansein,9.6/10,tum jo mile armaan malik saansein bollywoodromantic
saathiya tune kya kiya,"k. s. chithra, s.p. balasubrahmanyam",bollywooddance,love,9.3/10,"saathiya tune kya kiya k. s. chithra, s.p. balasubrahmanyam love bollywooddance"
humne pee rakhi hai,"ikka, jaz dhami, neha kakkar",bollywooddance,sanam re,9.0/10,"humne pee rakhi hai ikka, jaz dhami, neha kakkar sanam re bollywooddance"
bheegi si bhaagi si,mohit chauhan,bollywoodromance,raajneeti,9.6/10,bheegi si bhaagi si mohit chauhan raajneeti bollywoodromance
chura liya hai,mohammed rafi,bollywoodromantic,yaadon ki barat,9.0/10,chura liya hai mohammed rafi yaadon ki barat bollywoodromantic
right now now,"sunidhi chauhan, suzanne d'mello, wajid",bollywooddance,housefull 2,9.2/10,"right now now sunidhi chauhan, suzanne d'mello, wajid housefull 2 bollywooddance"
crazy kiya re,sunidhi chauhan,bollywooddance,dhoom 2,9.3/10,crazy kiya re sunidhi chauhan dhoom 2 bollywooddance
ziddi dil,vishal dadlani,bollywoodmotivational,mary kom,9.4/10,ziddi dil vishal dadlani mary kom bollywoodmotivational
abhi abhi,k.k.,bollywoodromanticsad,jism 2,8.7/10,abhi abhi k.k. jism 2 bollywoodromanticsad
bahara,"shreya ghoshal, sona mohapatra",bollywoodromantic,i hate luv storys,9.6/10,"bahara shreya ghoshal, sona mohapatra i hate luv storys bollywoodromantic"
dekh lena,"arijit singh, tulsi kumar",bollywoodromantic,tum bin 2,9.3/10,"dekh lena arijit singh, tulsi kumar tum bin 2 bollywoodromantic"
dheere dheere se meri zindagi mein aana,"anuradha paudwal, kumar sanu",bollywood,aashiqui,8.9/10,"dheere dheere se meri zindagi mein aana anuradha paudwal, kumar sanu aashiqui bollywood"
tu zaroori,"sharib sabri, sunidhi chauhan",bollywoodromantic,zid,9.3/10,"tu zaroori sharib sabri, sunidhi chauhan zid bollywoodromantic"
afeemi,"jigar saraiya, sanah moidutty",bollywoodromantic,meri pyaari bindu,9.5/10,"afeemi jigar saraiya, sanah moidutty meri pyaari bindu bollywoodromantic"
salaam e ishq,"kunal ganjawala, sadhana sargam, shankar, shreya ghosal, sonu nigam",bollywooddance,salaam-e-ishq,9.5/10,"salaam e ishq kunal ganjawala, sadhana sargam, shankar, shreya ghosal, sonu nigam salaam-e-ishq bollywooddance"
naughty billo,"diljit dosanjh, nakash aziz, shilpi paul",bollywooddance,phillauri,9.0/10,"naughty billo diljit dosanjh, nakash aziz, shilpi paul phillauri bollywooddance"
behka,vibha saraf,bollywooddance,high jack,9.5/10,behka vibha saraf high jack bollywooddance
pyar ke liye,alka yagnik,bollywoodromantic,dil kya kare,9.2/10,pyar ke liye alka yagnik dil kya kare bollywoodromantic
dil na diya,kunal ganjawala,bollywooddance,krrish,8.8/10,dil na diya kunal ganjawala krrish bollywooddance
sukoon mila,arijit singh,bollywoodromantic,mary kom,9.6/10,sukoon mila arijit singh mary kom bollywoodromantic
dil to pagal hai,"lata mangeshkar, udit narayan",bollywoodromantic,dil to pagal hai,8.7/10,"dil to pagal hai lata mangeshkar, udit narayan dil to pagal hai bollywoodromantic"
do anjaane ajnabi,"shreya ghoshal, udit narayan",bollywoodromantic,vivah,8.3/10,"do anjaane ajnabi shreya ghoshal, udit narayan vivah bollywoodromantic"
tujh mein rab dikhta hai,roop kumar rathod,bollywoodromantic,rab ne bana di jodi,9.3/10,tujh mein rab dikhta hai roop kumar rathod rab ne bana di jodi bollywoodromantic
palki mein hoke sawar chali re,alka yagnik,bollywooddance,khal nayak,8.4/10,palki mein hoke sawar chali re alka yagnik khal nayak bollywooddance
andekhi anjaani,"lata mangeshkar, udit narayan",bollywoodromantic,mujhse dosti karoge!,9.1/10,"andekhi anjaani lata mangeshkar, udit narayan mujhse dosti karoge! bollywoodromantic"
dhinka chika,"amrita kak, mika singh",bollywooddance,ready,8.3/10,"dhinka chika amrita kak, mika singh ready bollywooddance"
main agar,atif aslam,bollywoodromantic,tubelight,9.6/10,main agar atif aslam tubelight bollywoodromantic
kyon,"papon, sunidhi chauhan",bollywoodromantic,barfi,9.6/10,"kyon papon, sunidhi chauhan barfi bollywoodromantic"
tera mera milna,"himesh reshammiya, shreya ghoshal",bollywoodsad,aap kaa surroor,8.9/10,"tera mera milna himesh reshammiya, shreya ghoshal aap kaa surroor bollywoodsad"
daayre,arijit singh,bollywoodromantic,dilwale,9.5/10,daayre arijit singh dilwale bollywoodromantic
sahiba,"pawni pandey, romy",bollywoodsad,phillauri,9.5/10,"sahiba pawni pandey, romy phillauri bollywoodsad"
saajan saajan,"alka yagnik, kumar sanu, udit narayan",bollywooddanceromantic,dil ka rishta,8.8/10,"saajan saajan alka yagnik, kumar sanu, udit narayan dil ka rishta bollywooddanceromantic"
aisa des hai mera,"gurdas maan, lata mangeshkar, preetha mazumdar, udit narayan",bollywoodpatriotic,veer zaara,9.0/10,"aisa des hai mera gurdas maan, lata mangeshkar, preetha mazumdar, udit narayan veer zaara bollywoodpatriotic"
lost without you,"ami mishra, anushka shahaney",bollywoodsad,half girlfriend,9.6/10,"lost without you ami mishra, anushka shahaney half girlfriend bollywoodsad"
dhal jaun main,"aakanksha sharma, jubin nautiyal",bollywoodromanticsad,rustom,9.6/10,"dhal jaun main aakanksha sharma, jubin nautiyal rustom bollywoodromanticsad"
badass babuaa,"abhishek nailwal, neha bhasin, sameer uddin",bollywooddance,bareilly ki barfi,9.6/10,"badass babuaa abhishek nailwal, neha bhasin, sameer uddin bareilly ki barfi bollywooddance"
aaj kehna zaroori hai,"alka yagnik, udit narayan",bollywoodromantic,andaaz,8.7/10,"aaj kehna zaroori hai alka yagnik, udit narayan andaaz bollywoodromantic"
ye toh sach hai ke bhagwan,hariharan,bollywooddance,hum saath-saath hain,8.5/10,ye toh sach hai ke bhagwan hariharan hum saath-saath hain bollywooddance
dastaan-e-om shanti om,shaan,bollywooddance,om shanti om,9.5/10,dastaan-e-om shanti om shaan om shanti om bollywooddance
saanson ke,k.k.,bollywoodsad,raees,9.6/10,saanson ke k.k. raees bollywoodsad
o jiji,"pamela jain, shreya ghoshal",bollywooddance,vivah,8.2/10,"o jiji pamela jain, shreya ghoshal vivah bollywooddance"
hug me,"kanika kapoor, raghav sachar",bollywooddance,beiimaan love,9.1/10,"hug me kanika kapoor, raghav sachar beiimaan love bollywooddance"
halkat jawani,sunidhi chauhan,bollywooddance,heroine,9.3/10,halkat jawani sunidhi chauhan heroine bollywooddance
ek dil hai,"alka yagnik, kumar sanu",bollywoodromantic,ek rishtaa,8.6/10,"ek dil hai alka yagnik, kumar sanu ek rishtaa bollywoodromantic"
black jama hai,sukhwinder singh,bollywood,raid,9.3/10,black jama hai sukhwinder singh raid bollywood
confused lover,"aaniya, mika singh",bollywooddance,teri bhabhi hai pagle,9.5/10,"confused lover aaniya, mika singh teri bhabhi hai pagle bollywooddance"
tumse milne ki tamanna hai,s.p. balasubrahmanyam,bollywooddance,saajan,9.1/10,tumse milne ki tamanna hai s.p. balasubrahmanyam saajan bollywooddance
afsana,"himesh reshammiya, tulsi kumar",bollywooddance,dil diya hai,9.2/10,"afsana himesh reshammiya, tulsi kumar dil diya hai bollywooddance"
naina,"armaan malik, sona mohapatra",bollywoodromanticsad,khoobsurat,9.6/10,"naina armaan malik, sona mohapatra khoobsurat bollywoodromanticsad"
naina,"armaan malik, sona mohapatra",bollywoodsad,khoobsurat,9.6/10,"naina armaan malik, sona mohapatra khoobsurat bollywoodsad"
dil mein dard sa jaga hai,"alka yagnik, udit narayan",bollywooddance,kranti,8.8/10,"dil mein dard sa jaga hai alka yagnik, udit narayan kranti bollywooddance"
anarkali disco chali,"mamta sharma, sukhwinder singh",bollywooddance,housefull 2,8.8/10,"anarkali disco chali mamta sharma, sukhwinder singh housefull 2 bollywooddance"
jab dil miley,"asha bhosle, udit narayan",bollywooddance,yaadein,9.1/10,"jab dil miley asha bhosle, udit narayan yaadein bollywooddance"
humko humise chura lo,"lata mangeshkar, udit narayan",bollywoodromantic,mohabbatein,9.0/10,"humko humise chura lo lata mangeshkar, udit narayan mohabbatein bollywoodromantic"
make some noise for the desi boyz,"bob, k.k.",bollywooddance,desi boyz,9.3/10,"make some noise for the desi boyz bob, k.k. desi boyz bollywooddance"
aga bhai,monali thakur,bollywooddance,aiyyaa,9.1/10,aga bhai monali thakur aiyyaa bollywooddance
sehmi hai dhadkan,atif aslam,bollywoodsad,daas dev,9.7/10,sehmi hai dhadkan atif aslam daas dev bollywoodsad
jawaani le doobi,"kanika kapoor, uvie",bollywooddance,kyaa kool hain hum 3,9.0/10,"jawaani le doobi kanika kapoor, uvie kyaa kool hain hum 3 bollywooddance"
humko tumse pyar hai,abhijeet,bollywooddance,ishq,9.1/10,humko tumse pyar hai abhijeet ishq bollywooddance
sadda move,"diljit dosanjh, pardeep singh sran",bollywooddance,raabta,9.2/10,"sadda move diljit dosanjh, pardeep singh sran raabta bollywooddance"
soniyo,"neeraj shridhar, raju singh, shreya ghoshal, sonu nigam",bollywoodromantic,raaz,9.6/10,"soniyo neeraj shridhar, raju singh, shreya ghoshal, sonu nigam raaz bollywoodromantic"
kaun nachdi,"guru randhawa, neeti mohan",bollywooddance,sonu ke titu ki sweety,9.4/10,"kaun nachdi guru randhawa, neeti mohan sonu ke titu ki sweety bollywooddance"
dhoom machale,sunidhi chauhan,bollywooddanceromantic,dhoom,9.0/10,dhoom machale sunidhi chauhan dhoom bollywooddanceromantic
door na ja,sonu nigam,bollywoodsad,mitron,9.7/10,door na ja sonu nigam mitron bollywoodsad
ishq shava,"raghav mathur, shilpa rao",bollywooddance,jab tak hai jaan,9.4/10,"ishq shava raghav mathur, shilpa rao jab tak hai jaan bollywooddance"
boss title track,"anjjan, meet bros, yo yo honey singh",bollywooddance,boss,9.3/10,"boss title track anjjan, meet bros, yo yo honey singh boss bollywooddance"
tum ko dekha to yeh khayal aya,"chitra singh, jagjit singh",bollywoodromantic,saath saath,9.2/10,"tum ko dekha to yeh khayal aya chitra singh, jagjit singh saath saath bollywoodromantic"
jaane nahi denge tujhe,sonu nigam,bollywoodsad,3 idiots,9.1/10,jaane nahi denge tujhe sonu nigam 3 idiots bollywoodsad
tadap tadap,"dominique, k.k.",bollywoodsad,hum dil de chuke sanam,8.9/10,"tadap tadap dominique, k.k. hum dil de chuke sanam bollywoodsad"
senti wali mental,"amit trivedi, arijit singh, neeti mohan, swanand kirkire",bollywooddance,shaandaar,9.3/10,"senti wali mental amit trivedi, arijit singh, neeti mohan, swanand kirkire shaandaar bollywooddance"
sapna jahan,"neeti mohan, sonu nigam",bollywoodsad,brothers,9.7/10,"sapna jahan neeti mohan, sonu nigam brothers bollywoodsad"
urvashi urvashi,"a.r. rahman, noel james, shankar mahadevan",bollywooddance,hum se hai muqabala,9.4/10,"urvashi urvashi a.r. rahman, noel james, shankar mahadevan hum se hai muqabala bollywooddance"
tere bina,"arijit singh, priya saraiya",bollywoodromantic,haseena parkar,8.9/10,"tere bina arijit singh, priya saraiya haseena parkar bollywoodromantic"
hoor,atif aslam,bollywoodsad,hindi medium,9.3/10,hoor atif aslam hindi medium bollywoodsad
chhoti chhoti raatein,"anuradha paudwal, sonu nigam",bollywooddanceromantic,tum bin,8.8/10,"chhoti chhoti raatein anuradha paudwal, sonu nigam tum bin bollywooddanceromantic"
sanson ki zarurat hai jaise,kumar sanu,bollywoodromantic,aashiqui,9.0/10,sanson ki zarurat hai jaise kumar sanu aashiqui bollywoodromantic
zoobi doobi,"shreya ghoshal, sonu nigam",bollywooddanceromantic,3 idiots,9.1/10,"zoobi doobi shreya ghoshal, sonu nigam 3 idiots bollywooddanceromantic"
mannat,"keerthi sagathia, shreya ghoshal, sonu nigam",bollywooddance,daawat e ishq,9.3/10,"mannat keerthi sagathia, shreya ghoshal, sonu nigam daawat e ishq bollywooddance"
intezaar,shreya ghoshal,bollywoodsad,tera intezaar,9.2/10,intezaar shreya ghoshal tera intezaar bollywoodsad
agar tu hota,ankit tiwari,bollywoodsad,baaghi,9.5/10,agar tu hota ankit tiwari baaghi bollywoodsad
hai dil,"alka yagnik, kumar sanu",bollywoodromantic,dil ka rishta,8.8/10,"hai dil alka yagnik, kumar sanu dil ka rishta bollywoodromantic"
pardesiya,"ehsaan noorani, hemant brijwasi, sahil akhtar, shankar mahadevan, shehnaz akhtar",bollywoodsad,soorma,9.7/10,"pardesiya ehsaan noorani, hemant brijwasi, sahil akhtar, shankar mahadevan, shehnaz akhtar soorma bollywoodsad"
ishtehaar,"dhvani bhanushali, rahat fateh ali khan",bollywoodsad,welcome to new york,9.4/10,"ishtehaar dhvani bhanushali, rahat fateh ali khan welcome to new york bollywoodsad"
twist,neeraj shridhar,bollywooddance,love aj kal,9.2/10,twist neeraj shridhar love aj kal bollywooddance
youre my life,"earl, shaan, shweta pandit, suzanne d'mello",bollywooddanceromantic,partner,9.0/10,"youre my life earl, shaan, shweta pandit, suzanne d'mello partner bollywooddanceromantic"
mat maari,"kunal ganjawala, sunidhi chauhan",bollywooddance,r... rajkumar,8.9/10,"mat maari kunal ganjawala, sunidhi chauhan r... rajkumar bollywooddance"
mujhse juda hokar,"lata mangeshkar, s.p. balasubrahmanyam",bollywoodsad,hum aapke hain koun,8.6/10,"mujhse juda hokar lata mangeshkar, s.p. balasubrahmanyam hum aapke hain koun bollywoodsad"
second hand jawaani,"miss pooja, nakkash aziz, neha kakkar",bollywooddance,cocktail,9.1/10,"second hand jawaani miss pooja, nakkash aziz, neha kakkar cocktail bollywooddance"
naina re,"himesh reshammiya, rahat fateh ali khan, shreya ghoshal",bollywoodsad,dangerous ishq,9.0/10,"naina re himesh reshammiya, rahat fateh ali khan, shreya ghoshal dangerous ishq bollywoodsad"
tere naina,"shafqat amanat ali, shankar ehsaan loy",bollywoodromantic,my name is khan,9.6/10,"tere naina shafqat amanat ali, shankar ehsaan loy my name is khan bollywoodromantic"
haathon mein thhe haath,"aditi singh sharma, altamash faridi, arpita mukherjee, papon",bollywoodsad,mubarakan,9.4/10,"haathon mein thhe haath aditi singh sharma, altamash faridi, arpita mukherjee, papon mubarakan bollywoodsad"
gajanana,"shreyas puranik, sukhwinder singh",bollywooddevotional,bajirao mastani,9.3/10,"gajanana shreyas puranik, sukhwinder singh bajirao mastani bollywooddevotional"
tum mile,neeraj shridhar,bollywoodromantic,tum mile,9.5/10,tum mile neeraj shridhar tum mile bollywoodromantic
meri khamoshi hai,ishan mitra,bollywoodsad,pari,9.6/10,meri khamoshi hai ishan mitra pari bollywoodsad
oh my darling,"alisha chinai, sonu nigam",bollywooddance,mujhse dosti karoge!,9.1/10,"oh my darling alisha chinai, sonu nigam mujhse dosti karoge! bollywooddance"
nainon men sapna,"kishore kumar, lata mangeshkar",bollywooddance,himmatwala,7.3/10,"nainon men sapna kishore kumar, lata mangeshkar himmatwala bollywooddance"
